"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"37140","Out","Delta.Spike.R3b","Spike","Delta","R3b","lm",75,-0.000286045316601385,0.000936811794499368,-0.305339149529226,0.362212137677861,0.117900757358229,3.07217820982539,0.00298578883913743,0.760976812610968,0.924712957900492,1,1.09119737561509,2743.5,2993.7,129.599005038648
"37215","Out","Gamma.Spike.R3b","Spike","Gamma","R3b","lm",78,-0.000329141527757804,0.000682205222824083,-0.482467030075315,0.22553447404242,0.0841909751877868,2.6788438254738,0.00905118318291891,0.630860940369373,0.846209015787841,1,1.16793014199403,1142002.25,1333778.85,108456.403791545
"37293","Out","HKU1.Spike.R3b","Spike","HKU1","R3b","lm",78,-0.000718573720127851,0.000826310877337067,-0.869616677979095,0.393068691428655,0.101975060060809,3.85455709655149,0.000240744852773433,0.387248147785846,0.946211952899356,1,1.86810847589425,4501,8408.35625,1197.75792138622
"37371","Out","OC43.Spike.R3b","Spike","OC43","R3b","lm",76,-0.00155345091399863,0.00158555513603019,-0.979752062036806,0.968089099308883,0.197459585428659,4.90272020579444,5.43483471450611e-06,0.330400837729712,0.901770111966863,1,9.07057795611935,3862.75,35037.375,15263.9470488583
"37447","Out","Omicron.Spike.R3b","Spike","Omicron","R3b","lm",74,0.000271041409873927,0.000246663706687167,1.09882971238114,-0.377163858625035,0.0305224299457263,-12.3569407578522,1.81803645010379e-19,0.27550318309821,0.961683017825066,1,1.0486803924278,3618.5,3794.65,82.5536226675141
"37521","Out","WT.Spike.R3b","Spike","WT","R3b","lm",77,-0.00104974563529541,0.000764952424072182,-1.3723018612153,0.301844847952088,0.0946598193784311,3.1887325576375,0.002085572107991,0.174059859403798,0.958154665089457,1,1.05913056335945,3381.5,3581.45,92.7002848055512
"37598","Out","Omicron.Spike.ADCPBL3","Spike","Omicron","ADCPBL3","lm",62,-0.000116618822204594,0.000656876634023776,-0.177535348593893,0.254637796412805,0.0781953359319802,3.25643202855867,0.00185788231693624,0.859685903234785,0.659369811236115,0.994365520570866,1.80707225799837,2203.523662,3943.2077038,751.497135705362
"37660","Out","WT.Spike.ADCPBL3","Spike","WT","ADCPBL3","lm",71,-0.000503543601788668,0.000523603324459599,-0.961689084591596,0.939715192519298,0.0655582332853488,14.3340530308237,2.26086365714894e-22,0.339563922121523,0.714307730792815,1.00772734838529,2.26295077821467,1589.6452175,3966.17219420001,1061.43394483528
"37731","Out","Omicron.Spike.ADNP","Spike","Omicron","ADNP","lm",65,-0.000225007921474038,0.000524401487177034,-0.429075673841629,0.127169622095001,0.0649257719294107,1.95869249322539,0.0545788946987089,0.669331901748482,0.68386298491499,0.97782795548061,1.44499136698385,1328.8807245,1854.2753485,260.286495382983
"37796","Out","WT.Spike.ADNP","Spike","WT","ADNP","lm",65,-0.000331237017556565,0.000486125856353074,-0.681381196304826,0.373402336670173,0.06204711139478,6.01804545411259,9.89042305996853e-08,0.498127457700863,0.695730224254037,1.00626069191842,1.55640470151235,2577.368792,4011.42890540001,749.203317717631
"37861","Out","WT.Spike.NeutIC50","Spike","WT","NeutIC50","lm",63,-0.00804067069408784,0.00273575313168878,-2.93910682252399,2.15816689000158,0.334458263633802,6.45272407550543,2.00228009699815e-08,0.00464243407151942,0.0167319559473804,0.0167319559473804,29.3567250300233,1,1754.53038021053,467.280461437473
"37924","Out","WT.N.C1q","N","WT","C1q","lm",65,-0.000610531955219815,0.000520991259095975,-1.17186602377785,0.218963411207501,0.0598275070663058,3.65991200276534,0.000517700275374426,0.245663552117344,0.804430035557415,1,1.51223593390504,5976.25,9037.5,1252.07975267173
"37989","Out","WT.N.IgA1","N","WT","IgA1","lm",69,-0.00261601518814328,0.00119249179972884,-2.19373851353789,0.775305541934215,0.139429484633529,5.56055660660297,5.06074345356655e-07,0.0317276075583715,0.540826572008114,1,3.37519776876269,9860,33279.4500000001,10442.5950066434
"38058","Out","WT.N.IgG1","N","WT","IgG1","lm",65,-0.00723090735980815,0.00274683434948316,-2.63245119283174,3.44424010323401,0.339151011048813,10.1554764427292,6.83739584375649e-15,0.0106489192110102,0.406230597423759,1,6.48586368680554,8898.625,57715.26875,16704.7441279984
"38123","Out","WT.N.IgG2","N","WT","IgG2","lm",72,-0.0033396449355043,0.00201722216808798,-1.65556624765322,1.31943173004201,0.252530045518423,5.22485048198254,1.71448714198991e-06,0.102286496845066,0.694601185921959,1,2.20233597934201,5228,11513.8125,2507.44729106578
"38195","Out","WT.N.IgG3","N","WT","IgG3","lm",76,-0.00794071460865799,0.00122024582990974,-6.50747121114552,1.9817999377155,0.149300180166537,13.2739286416459,2.91577821182125e-21,8.02505306702241e-09,0.773024684067556,1,3.00232668005197,4233.5,12710.35,3210.6569676907
"38271","Out","WT.N.IgG4","N","WT","IgG4","lm",73,-0.000218550913735737,0.00059346984052184,-0.368259511795182,0.147071128865006,0.0715923704065562,2.05428494726217,0.0436305954274193,0.713775442285923,0.918795091111937,1,1.10073633320937,3361.25,3699.85,180.537089661297
"38344","Out","WT.N.IgM","N","WT","IgM","lm",68,-0.000310116545167067,0.00137464480773447,-0.22559758231522,0.314476034170932,0.167681395433575,1.87543784066079,0.0651569327564406,0.822211543074285,0.405036024530679,1,3.17698178505581,57356.75,182221.35,42684.0860604157
"38412","Out","WT.N.R2a","N","WT","R2a","lm",59,-0.00287787125686093,0.0024436617674063,-1.17768804801309,3.06053589792247,0.306129940849511,9.99750592650126,3.79497201304365e-14,0.24381484183085,0.531674587346714,0.999999999999998,4.5840131327704,11783.5,54015.71875,15035.6505236574
"38471","Out","WT.N.R2b","N","WT","R2b","lm",60,-0.00373514166988498,0.00305569639713806,-1.2223536583619,1.34074154216974,0.38088533435682,3.52006607036676,0.00084706627120969,0.226518159716984,0.885732822176349,1,1.36691241521675,4238.75,5794,606.314874203884
"38531","Out","WT.N.R3av","N","WT","R3av","lm",58,-0.00408409475674698,0.00298407252941149,-1.36863119662592,1.95763407442564,0.372212394137261,5.25945429346376,2.34784143580772e-06,0.1765801848125,0.754807969136869,1,1.33662981516669,4341.75,5803.3125,787.123433605672
"38589","Out","WT.N.R3b","N","WT","R3b","lm",67,-0.00267701721728215,0.00214494360168769,-1.2480594898513,0.869536812513922,0.266754654027635,3.25968750454805,0.00177671628527487,0.216486485827971,0.873411685909294,0.999999999999999,1.1272836001786,3919.25,4418.10625,291.448890279516
"38656","Out","WT.NTD.C1q","NTD","WT","C1q","lm",77,3.99327781928668e-05,8.21038088775163e-05,0.486369374804999,0.0776279636819434,0.0101980172852876,7.61206433665642,6.50948884619019e-11,0.628123493930979,0.888659793814433,1,1.12977975632614,2667.5,3013.6875,175.58783873863
"38733","Out","WT.NTD.IgA1","NTD","WT","IgA1","lm",76,-0.00159509314158989,0.000383148615293082,-4.16311863836373,0.358534297405516,0.0471375663528328,7.60612660233296,7.1767822997589e-11,8.38739820924522e-05,0.94111607440496,1,1.08111207413827,3749.75,4053.9,141.637702447953
"38809","Out","WT.NTD.IgG1","NTD","WT","IgG1","lm",68,-0.0016349212019892,0.0015532401368952,-1.05258753180128,0.7580385574301,0.186408326082107,4.0665488144355,0.000129597053426231,0.296368578898581,0.661788200387995,1,3.17235678420632,4381.5,13899.68125,3714.85297657092
"38877","Out","WT.NTD.IgG2","NTD","WT","IgG2","lm",75,-8.63804222101386e-05,0.000450707305392061,-0.191655252037679,0.0248124852442763,0.0567228588494546,0.437433615786713,0.663088347051948,0.848544357865235,0.854784018870706,1,1.33094500958278,3391.5,4513.9,474.809219312682
"38952","Out","WT.NTD.IgG3","NTD","WT","IgG3","lm",74,-0.00152998628873731,0.000516355565316076,-2.96304792958078,0.274107537311767,0.0637109977415405,4.30235825883236,5.23350542623501e-05,0.00412609919781126,0.842868400315209,1,1.42374095565585,3489.75,4968.5,555.230403755716
"39026","Out","WT.NTD.IgG4","NTD","WT","IgG4","lm",76,1.12932061580677e-05,7.48420289252682e-05,0.150893907076521,-0.0231575773594738,0.0093569196872108,-2.47491462293152,0.015616831392577,0.880469984494753,0.93204730353099,1,1.13863960412648,2980.75,3394,162.837899708389
"39102","Out","WT.NTD.IgM","NTD","WT","IgM","lm",75,-0.000609982206449633,0.000573060597625445,-1.0644288038249,0.221221619259751,0.0714164416597269,3.09762869891769,0.00276844785308607,0.290642713815873,0.811653713104812,1,1.71420998247899,5564.75,9539.15,1456.28517966188
"39177","Out","WT.NTD.R2a","NTD","WT","R2a","lm",76,-0.00110111138273666,0.000722066004203489,-1.52494560930244,0.423928466250966,0.0884694875344663,4.7918042487339,8.30337710983804e-06,0.131535362372616,0.929939340533229,1,1.28983749000963,6099.625,7867.525,617.353082422868
"39253","Out","WT.NTD.R2b","NTD","WT","R2b","lm",78,2.37578677443213e-05,0.000289731566971522,0.0819995832440877,0.0217289283545904,0.0357557848429255,0.607703856873654,0.545195549095859,0.93486261997703,0.940433462175593,1,1.05988404196577,3622,3838.9,111.36854213839
"39331","Out","WT.NTD.R3av","NTD","WT","R3av","lm",78,-3.45799590889967e-05,0.000282408024403556,-0.122446800731068,0.0731428498263828,0.0348519861471695,2.0986709198587,0.0391677092639305,0.902868387684749,0.950707213578501,1,1.05100424328147,3535,3715.3,101.153731590944
"39409","Out","WT.NTD.R3b","NTD","WT","R3b","lm",78,1.82511042254297e-06,0.000113187662250273,0.0161246410276362,0.0126526064346429,0.0139684941499394,0.905796022021303,0.367906571275352,0.987177211163604,0.953991291727141,1,1.03210449927431,3445,3555.6,86.4364407295028
"39487","Out","WT.S1.C1q","S1","WT","C1q","lm",77,6.13263536203703e-05,6.48958104203438e-05,0.944997114962378,0.0881097527127001,0.00798186262863276,11.038745818129,2.22896499212241e-17,0.347694874481908,0.794849495095907,1,1.15259699473353,2587.125,2981.9125,233.511189760678
"39564","Out","WT.S1.IgA1","S1","WT","IgA1","lm",76,-0.00493265786069721,0.000912406001125705,-5.40620935703121,1.36617337594562,0.110418091060036,12.3727313416677,1.07498406341625e-19,7.54425958371994e-07,0.950724637681159,1,1.27544358661791,3691.5,4708.3,324.306215520439
"39640","Out","WT.S1.IgG1","S1","WT","IgG1","lm",63,-0.00851569631896906,0.00261284398078562,-3.25916755137005,3.52753252785744,0.3282665263864,10.7459403999822,1.05858827578628e-15,0.00182917243691231,0.638679903577772,1,5.8429300938848,3941,23026.9875,6761.367571487
"39703","Out","WT.S1.IgG2","S1","WT","IgG2","lm",76,-0.00132999107579591,0.000594699392573045,-2.23640900328068,0.426474199338751,0.0731640234190483,5.82901512805156,1.35989175038049e-07,0.0283387356553735,0.882569438472784,1,2.09204574769973,2907.25,6082.10000000003,1949.60064232037
"39779","Out","WT.S1.IgG3","S1","WT","IgG3","lm",76,-0.00589437745667517,0.0010903618380114,-5.40589119243692,1.37295890620128,0.134143838126931,10.234975570791,8.05368214692399e-16,7.55386068260993e-07,0.916707359609348,1,1.98880362748518,2867,5701.9,853.559611103079
"39855","Out","WT.S1.IgG4","S1","WT","IgG4","lm",75,-0.000161056653502414,0.00014249639921678,-1.13025068975531,0.0582616342810784,0.0176103643283331,3.30837188798769,0.00145894660385219,0.262070559306983,0.928105709876543,1,1.10327932098766,2592,2859.7,133.433885055001
"39930","Out","WT.S1.IgM","S1","WT","IgM","lm",76,-0.00601561466018086,0.00150200675733063,-4.00505166226537,2.16985927302347,0.187784834374152,11.5550293518385,3.08288429452148e-18,0.000146071660952809,0.677576704779139,1,1.87383400509995,6078.5,11390.1,2253.28499040572
"40006","Out","WT.S1.R2a","S1","WT","R2a","lm",72,-0.00461453491691336,0.0020175810376424,-2.28716211682163,1.69029217511094,0.251655550794434,6.71668941843315,4.08593746544665e-09,0.0252131933727014,0.935102749808632,1,1.26226226226227,4245.75,5359.25,381.073163311681
"40078","Out","WT.S1.R2b","S1","WT","R2b","lm",75,-0.00108527678366906,0.000701176916863069,-1.54779308555163,0.188858985346722,0.0878579246871932,2.14959533837307,0.0349015561257768,0.12599673707942,0.962515865181216,1,1.04147510929347,3545.5,3692.55,81.7701966294455
"40153","Out","WT.S1.R3av","S1","WT","R3av","lm",77,-0.00228974252090368,0.00124975302869553,-1.83215600869052,0.580416486297898,0.152751581946532,3.79974124589468,0.000292487624632859,0.0708980617999328,0.948222917259027,1,1.05615581461473,3517,3714.5,100.839408430502
"40230","Out","WT.S1.R3b","S1","WT","R3b","lm",78,-0.000528198197464162,0.000249109700814195,-2.12034375111763,0.0962641631576384,0.0307426386351385,3.13129150363852,0.00247055950368421,0.0372400929308898,0.950003694672283,1,1.05706051873199,3383.25,3576.3,103.473722257956
"40308","Out","WT.S2.C1q","S2","WT","C1q","lm",71,-1.35176234747451e-05,0.000123331673990554,-0.109603827122142,0.208755367090974,0.0150117968790631,13.9060879102437,1.0771341337291e-21,0.913041721101531,0.772173913043478,1,1.31525946704067,1782.5,2344.45,262.334982145239
"40379","Out","WT.S2.IgA1","S2","WT","IgA1","lm",70,-0.00122157303818958,0.001517519025483,-0.804980377627075,2.48562404033739,0.173140494163499,14.3561103504197,2.88728452009148e-22,0.423636708498405,0.731768800263368,1,2.10588345953064,5315.75,11194.35,2468.65322194755
"40449","Out","WT.S2.IgG1","S2","WT","IgG1","lm",60,-0.00901415648724143,0.00325219082159598,-2.77171819912394,4.49710911596753,0.396924971267459,11.3298719947183,2.48243171782588e-16,0.00748285381342294,0.34373845423037,1,18.9994836291983,7104.875,134988.95625,34864.2384440383
"40509","Out","WT.S2.IgG2","S2","WT","IgG2","lm",71,0.000634692074522228,0.00165551587442209,0.383380240762588,0.763734916403467,0.200389767909429,3.81124707299755,0.000297103275612596,0.702616544003405,0.452306413630697,1,7.87937387449786,5414.25,42660.9,10351.1552220394
"40580","Out","WT.S2.IgG3","S2","WT","IgG3","lm",75,-0.00495852008451371,0.00188382241775145,-2.63215897517148,3.03178306871087,0.22565078853715,13.4357299983985,2.01898938107027e-21,0.010347461688749,0.699613487938158,1,6.02356390777028,3751.5,22597.4000000002,11698.9740822509
"40655","Out","WT.S2.IgG4","S2","WT","IgG4","lm",73,-0.000123009507355215,0.000290994847338875,-0.422720568697787,0.104102337535476,0.0360761915717478,2.88562436887049,0.00517022985562386,0.673776685440428,0.900040371417037,1,1.39402503027857,2477,3453.00000000001,606.149585853914
"40728","Out","WT.S2.IgM","S2","WT","IgM","lm",76,-0.00305503898106943,0.00116470501434106,-2.62301522141025,1.07860741551354,0.14250631106109,7.56883963581902,8.43662914642605e-11,0.0105776438843193,0.365950604430563,1,4.06438313378449,21611.25,87836.4,19984.0092301803
"40804","Out","WT.S2.R2a","S2","WT","R2a","lm",70,-0.00160414494460556,0.00118751507569341,-1.35084175135114,3.54863525607267,0.148127112753032,23.9566895628973,7.22030100055392e-35,0.181224140959437,0.670693484626216,1,3.50426954641592,21217.125,74350.5249999999,19580.3464749753
"40874","Out","WT.S2.R2b","S2","WT","R2b","lm",54,0.000479025248126934,0.00362904407870778,0.13199763842425,2.67638588185317,0.441619856919251,6.0603839250429,1.54565440190759e-07,0.895495582712106,0.929036344920421,1,3.32132393697047,3157.25,10486.25,2133.96376928193
